y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lmraʃʃa,CCCVCCV,a,l,N,perfume spray,vaporisateur de parfun,N,Arabic-Unassimilated,Clothing & Adornment,,2294,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lmusiba,CCVCVCV,a,l,N,disaster,désastre,N,Arabic-Unassimilated,Emotion,,2297,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lmʕruf,CCCCVC,f,l,N,sacrifical slaughter,hécatombe,N,Arabic-Unassimilated,Religion & Beliefs,,2299,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lqadija,CCVCVCV,a,l,N,affair,affaire,N,Arabic-Unassimilated,Social Relations,,2301,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lqsar,CCCVC,r,l,N,a party,amusement,N,Arabic-Assimilated,Language & Music,,2302,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,!lʁar,CCVC,r,l,N,cave,grotte,N,Arabic-Unassimilated,Physical World,,2303,Underived,1111-0000,
Masculine,Neutral,,Neutral,Internal,Zero,Y,!lʁarad(a),CCVCVCV,a,l,N,"business, purpose",affaire,N,Arabic-Unassimilated,Possession & Trade,,2304,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lʒutij,CCVCVC,j,l,N,frippery,fripperie,N,Arabic-Assimilated,Emotion,,2306,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lʕarada,CCVCVCV,a,l,N,honor,honneur,N,Arabic-Assimilated,Emotion,,2307,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lʕbr,CCCC,r,l,N,measure of seeds,mesure de grains,N,Arabic-Assimilated,Agriculture & Vegetation,,2308,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lʕmmr,CCCCC,r,l,N,lifetime,âge,N,Arabic-Assimilated,Time,,2309,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lʕrbun,CCCCVC,n,l,N,retainer,acompte,N,Arabic-Unassimilated,Possession & Trade,,2310,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!lʕrg,CCCC,g,l,N,sweat,sueur,N,Arabic-Assimilated,Body Parts & Functions,,2311,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!lχatr,CCVCC,r,l,N,mind,bonne humeur,N,Arabic-Unassimilated,Mind & Thought,,2312,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,testicle,testicule,N,Unknown,Body Parts & Functions,,2313,Underived,0000-0011,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lχtij,CCCVC,j,l,N,penalty,amende,N,Arabic-Assimilated,Law & Judgement,,2314,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!nnaʃat,CCVCVC,t,n,N,activity,"activité, amusement",N,Arabic-Unassimilated,Language & Music,,2316,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!nndm,CCCC,m,n,N,"poetry, chant",poésie,N,Arabic-Unassimilated,Language & Music,,2317,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!nnur,CCVC,r,n,N,light,lumière,N,Arabic-Unassimilated,Physical World,,2318,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!nss,CCC,s,n,N,half,moitié,N,Arabic-Assimilated,Quantity & Number,,2319,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ʁass,CVCC,s,ʁ,N,today,ajourd'hui,N,Native,Time,,2320,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,Y,!rbbi,CCCV,i,r,Y,"God, more general term than Allah",Dieu,N,Arabic-Unassimilated,Religion & Beliefs,Male,2321,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!rraħ,CCVC,ħ,r,N,rest,repos,N,Arabic-Assimilated,Body Parts & Functions,,2322,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,Y,!rrami,CCVCV,i,r,Y,male person,personne male,Y,Native,Mankind,Male,2323,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!rrawda,CCVCCV,a,r,N,cemetery,cimetière,N,Arabic-Unassimilated,Social Relations,,2324,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!rrbiʕ,CCCVC,ʕ,r,N,green plants,herbe,N,Arabic-Unassimilated,Agriculture & Vegetation,,2325,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!rrda,CCCV,a,r,N,blessing,bénédiction,N,Arabic-Unassimilated,Religion & Beliefs,,2326,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!rrij,CCVC,j,r,N,opinion,opinion,N,Arabic-Unassimilated,Mind & Thought,,2327,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!rrubuʕ,CCVCVC,ʕ,r,N,quarter,quart,N,Arabic-Unassimilated,Quantity & Number,,2329,Underived,1111-0000,
Masculine,Neutral,,Neutral,No Plural,Zero,Y,!rrsas,CCCVC,s,r,N,"lead, munitions","plomb, munitions",N,Arabic-Unassimilated,Physical Acts & Materials,,2330,Underived,1100-1111,5-UNIT
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!rruħ,CCVC,ħ,r,N,soul,âme,N,Arabic-Unassimilated,Religion & Beliefs,,2331,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!rrzq,CCCC,q,r,N,livelihood,moyen de subsistance,N,Arabic-Unassimilated,Possession & Trade,,2332,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,Y,!ssaħb,CCVCC,b,s,Y,owner,propriétaire,Y,Arabic-Unassimilated,Possession & Trade,Male,2333,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,id Plural,Zero,N,!sbaħ,CCVC,ħ,s,N,morning,mtin,N,Arabic-Assimilated,Time,,2334,Underived,1111-1111,5-UNIT
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,!suldi,CVCCV,i,s,N,nothing,"sou, rien",N,French,Quantity & Number,,2335,Underived,1111-0000,
Masculine,Neutral,,Neutral,id Plural,Zero,Y,!ssabi,CCVCV,i,s,Y,"boy, girl",gamin,Y,Arabic-Assimilated,Mankind,NonSpec,2336,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!ssadaqa,CCVCVCV,a,s,N,charity,"charité, aumône",N,Arabic-Unassimilated,Social Relations,,2337,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!ssgit,CCCVC,t,s,N,meat carcass,quartier de viande,N,Unknown,Food & Drink,,2340,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!sshd,CCCC,d,s,N,heat,chaleur,N,Unknown,Sense Perception,,2341,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,!sskkwar,CCCCCVC,r,s,N,sugar,sucre,N,Arabic-Assimilated,Food & Drink,,2343,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ssniʕ,CCCVC,ʕ,s,N,practice,métier,N,Arabic-Assimilated,Possession & Trade,,2346,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ʃʃraʕ,CCCVC,ʕ,ʃ,N,"Law, justice",loi,N,Arabic-Assimilated,Law & Judgement,,2347,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!ʃʃrd,CCCC,d,ʃ,N,condition (an if statement),condition,N,Arabic-Assimilated,Mind & Thought,,2348,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ssrf,CCCC,f,s,N,exchange,change,N,Arabic-Unassimilated,Possession & Trade,,2349,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!ssuq,CCVC,q,s,N,market,souk,N,Arabic-Unassimilated,Possession & Trade,,2350,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!akkʷzin,VCCCVC,n,a,N,afternoon,prière de l'après-midi,N,Native,Time,,2351,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,N,barley,orge,N,Native,Food & Drink,,2355,Underived,0000-0011,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!tsrfiqa,CCCCVCV,a,t,N,a slap,gifle,N,Arabic-Unassimilated,Physical Acts & Materials,,2357,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,Y,!ttalb,CCVCC,b,t,Y,master,maître religieux,Y,Arabic-Unassimilated,Religion & Beliefs,Male,2358,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!tbla,CCCV,a,t,N,tray,table,N,French,Dwellings & Furniture,,2360,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!tijara,CVCVCV,a,t,N,airplanes,avion,N,Arabic-Unassimilated,Motion & Transportation,,2361,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,!ttir,CCVC,r,t,Y,a bird,oiseau,N,Arabic-Unassimilated,Animals,NonSpec,2362,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ttms,CCCC,s,t,N,"dunce, stupidity",stupidité,N,Arabic-Unassimilated,Mind & Thought,,2363,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ttmʕ,CCCC,ʕ,t,N,greed,cupidité,N,Arabic-Unassimilated,Emotion,,2364,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!ttrbij,CCCCVC,j,t,N,education,éducation,N,Arabic-Assimilated,Mind & Thought,,2365,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!ttul,CCVC,l,t,N,length,longueur,N,Arabic-Unassimilated,Quantity & Number,,2366,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!tʕam,CCVC,m,t,N,food,nourriture,N,Arabic-Unassimilated,Food & Drink,,2367,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!zzhr,CCCC,r,z,N,luck,chance,N,Arabic-Unassimilated,Emotion,,2369,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,External,Zero,N,adis,VCVC,s,a,N,stomach,ventre,N,Native,Body Parts & Functions,,2379,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,thunder,tonnerre,N,Native,Physical World,,2382,Underived,0011-0000,
Masculine,Neutral,,Neutral,Internal,Zero,Y,gʷma,CCV,a,g,Y,"brother, sister",frère,Y,Native,Mankind,NonSpec,2387,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,amud,VCVC,d,a,N,seed,graine,N,Native,Agriculture & Vegetation,,2391,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Only Plural,Zero,N,,,,,N,embers,braises,N,Native,Physical World,,2393,Action Nouns,0011-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,Y,baba,CVCV,a,b,Y,father,père,Y,Native,Mankind,Male,2403,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,Y,bbʷa,CCV,a,b,Y,father,père,Y,Native,Mankind,Male,2404,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbgri,CCCCV,i,l,Y,cattle,bovin,N,Arabic-Assimilated,Animals,NonSpec,2405,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,bnadm,CCVCC,m,b,Y,human being,être humain,Y,Arabic-Unassimilated,Mankind,NonSpec,2406,Underived,1111-0000,
Masculine,Neutral,,Neutral,id Plural,Zero,Y,bu lhmum,CVCCCVC,m,b,Y,"careworn person, worrier",anxieux,Y,Arabic-Assimilated,Emotion,NonSpec,2407,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ddarak,CCVCVC,k,d,N,gendarmerie,gendarmerie,N,Arabic-Unassimilated,Warfare & Hunting,,2408,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,ddhb,CCCC,b,d,N,gold,or,N,Arabic-Unassimilated,Physical Acts & Materials,,2409,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,ddibbu,CCVCCV,u,d,N,depot,dépôt,N,French,Physical Acts & Materials,,2410,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ddikr,CCVCC,r,d,N,qoran reading,psalmodie,N,Arabic-Unassimilated,Religion & Beliefs,,2411,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ddl,CCC,l,d,N,submission,soumission,N,Arabic-Unassimilated,Social Relations,,2412,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,ddnb,CCCC,b,d,N,a sin,péché,N,Arabic-Unassimilated,Religion & Beliefs,,2413,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,ddri,CCCV,i,d,Y,"child, children",enfants,Y,Arabic-Unassimilated,Mankind,NonSpec,2414,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ddrʕ,CCCC,ʕ,d,N,coercion,coercition,N,Arabic-Unassimilated,Social Relations,,2416,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,dduni,CCVCV,i,d,N,life,vie ici-bas,N,Arabic-Assimilated,Time,,2417,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,dduzan,CCVCVC,n,d,N,tools,outils,N,Unknown,Physical Acts & Materials,,2418,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,ddwa,CCCV,a,d,N,medication,médicament,N,Arabic-Unassimilated,Body Parts & Functions,,2419,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,frank,CCVCC,k,f,N,Franc,franc,N,French,Possession & Trade,,2420,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ħnna,CCCV,a,ħ,Y,"cherished person, like family member",chéri,Y,Arabic-Unassimilated,Emotion,NonSpec,2422,Underived,1100-0000,
Masculine,Neutral,,Neutral,Internal,Zero,Y,iwi,VCV,i,i,Y,"daughter, son",fils ou fille,Y,Native,Mankind,Female,2428,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,Y,immi,VCCV,i,i,Y,mother,mère,Y,Native,Mankind,Female,2431,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,Y,inna,VCCV,a,i,Y,mother,mère,Y,Native,Mankind,Female,2432,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,kilu,CVCV,u,k,N,kilogram,kilogramme,N,French,Quantity & Number,,2437,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lmakan,CCVCVC,n,l,N,place,"place, endroit",N,Arabic-Unassimilated,Physical World,,2438,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ladab,CVCVC,b,l,N,politeness,politesse,N,Arabic-Unassimilated,Emotion,,2439,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lħkam,CCCVC,m,l,N,judgements,jugements,N,Arabic-Unassimilated,Law & Judgement,,2440,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,laman,CVCVC,n,l,N,security,sécurité,N,Arabic-Unassimilated,Warfare & Hunting,,2441,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,Y,lamin,CVCVC,n,l,Y,representative of craftsmen,doyen d'un profession,Y,Arabic-Unassimilated,Possession & Trade,Male,2442,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lantrit,CVCCCVC,t,l,N,retirement,retraite,N,French,Time,,2443,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lamr,CVCC,r,l,N,order,ordres,N,Arabic-Unassimilated,Warfare & Hunting,,2444,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lbaki,CCVCV,i,l,N,packet,paquet,N,French,Physical Acts & Materials,,2447,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbakur,CCVCVC,r,l,N,early figs,figues précoces,N,Unknown,Food & Drink,,2448,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lbaʃa,CCVCV,a,l,Y,"Pacha, government employee, regional",Pacha,Y,Arabic-Unassimilated,Social Relations,NonSpec,2449,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lbbun,CCCVC,n,l,N,butts,mégot,N,Unknown,Body Parts & Functions,,2450,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lbhim,CCCVC,m,l,Y,beast,"animal, bête",N,Arabic-Assimilated,Animals,NonSpec,2451,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lbħr,CCCC,r,l,N,sea,mer,N,Arabic-Unassimilated,Physical World,,2452,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lbiru,CCVCV,u,l,N,headquarters of the authorities,bureau,N,French,Social Relations,,2453,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lbit,CCVC,t,l,N,room,chambre,N,Arabic-Unassimilated,Dwellings & Furniture,,2454,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbiʕ,CCVC,ʕ,l,N,sale,vente,N,Arabic-Unassimilated,Possession & Trade,,2455,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbulis,CCVCVC,s,l,N,police,police,N,French,Warfare & Hunting,,2456,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lbunja,CCVCCV,a,l,N,fist,coup de poing,N,French,Body Parts & Functions,,2457,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lfal,CCVC,l,l,N,omen,présage,N,Unknown,Religion & Beliefs,,2459,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lfatħa,CCVCCV,a,l,N,Fatiha (sourat),verset du Coran qui clôt généralement une cérémonie officielle,N,Arabic-Unassimilated,Religion & Beliefs,,2460,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lflus,CCCVC,s,l,N,money,argent,N,Native,Possession & Trade,,2461,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,Y,lfqqih,CCCCVC,h,l,Y,master,maître religieux,Y,Arabic-Unassimilated,Religion & Beliefs,Male,2462,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lfrħ,CCCC,ħ,l,N,festivity,"joie, fête",N,Arabic-Unassimilated,Language & Music,,2463,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lgajla,CCVCCV,a,l,N,part of the day before noon,partie de la journée située avant midi,N,Unknown,Time,,2464,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lgnbri,CCCCCV,i,l,N,sort of traditional lute,sorte de luth traditionnel,N,Native,Language & Music,,2465,Underived,1111-0000,
Masculine,Neutral,,Neutral,Internal,Zero,Y,lħal,CCVC,l,l,N,"time, state","temps, état",N,Arabic-Unassimilated,Time,,2469,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lħanan,CCVCVC,n,l,N,tenderness,tendresse,N,Arabic-Unassimilated,Emotion,,2471,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lħaqiqa,CCVCVCV,a,l,N,truth,vérité,N,Arabic-Unassimilated,Mind & Thought,,2472,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lħaqq,CCVCC,q,l,N,law,"vérité, droit",N,Arabic-Assimilated,Law & Judgement,,2473,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lhbal,CCCVC,l,l,N,madness,folie,N,Native,Mind & Thought,,2475,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lħbs,CCCC,s,l,N,jail,prison,N,Arabic-Assimilated,Law & Judgement,,2476,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lhdij,CCCVC,j,l,N,gifts,présent,N,Arabic-Assimilated,Social Relations,,2477,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lħil,CCVC,l,l,N,"cunningness, cleverness",ruse,N,Arabic-Assimilated,Mind & Thought,,2478,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lhiʃ,CCVC,ʃ,l,Y,beast,monstre,N,Native,Religion & Beliefs,NonSpec,2479,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lħiʒ,CCVC,ʒ,l,N,pilgrimage,pèlerinage,N,Arabic-Assimilated,Religion & Beliefs,,2480,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lħja,CCCV,a,l,N,modesty,pudeur,N,Arabic-Assimilated,Emotion,,2481,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lħkma,CCCCV,a,l,N,wisdom,sagesse,N,Arabic-Assimilated,Mind & Thought,,2482,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lħlqa,CCCCV,a,l,N,round theater,attroupement autour d'un artiste de rue,N,Arabic-Unassimilated,Language & Music,,2483,Underived,0000-1111,
Masculine,Neutral,,Neutral,Mixed,Zero,Y,lħlluf,CCCCVC,f,l,Y,bear,porc,N,Arabic-Assimilated,Animals,NonSpec,2484,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lħml,CCCC,l,l,N,weight,fardeau,N,Arabic-Unassimilated,Quantity & Number,,2485,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lhna,CCCV,a,l,N,peace,paix,N,Arabic-Unassimilated,Social Relations,,2487,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lħnan,CCCVC,n,l,N,tenderness,tendresse,N,Arabic-Assimilated,Emotion,,2488,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lhrawa,CCCVCV,a,l,N,bludgeon,gourdin,N,Arabic-Unassimilated,Warfare & Hunting,,2489,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lħrf,CCCC,f,l,N,letter,lettre alphabet,N,Arabic-Assimilated,Language & Music,,2490,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lhri,CCCV,i,l,N,shop,magasin,N,Native,Possession & Trade,,2491,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lħrkt,CCCCC,t,l,N,movement,mouvement,N,Arabic-Assimilated,Motion & Transportation,,2492,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lħaʒ,CCVC,ʒ,l,N,clothes,vêtements,N,Arabic-Assimilated,Clothing & Adornment,,2493,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,liqqam,CVCCVC,m,l,N,mint,menthe,N,Arabic-Assimilated,Food & Drink,,2494,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,liʒar,CVCVC,r,l,N,salary,salaire,N,Arabic-Assimilated,Possession & Trade,,2495,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,liχrt,CVCCC,t,l,N,Judgment Day,dernier jugement,N,Arabic-Assimilated,Religion & Beliefs,,2496,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,Y,lkarim,CCVCVC,m,l,Y,generous person,généreux,Y,Arabic-Unassimilated,Emotion,Male,2497,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,!lkrrusa,CCCCCVCV,a,l,N,carts,charrette,N,French,Physical Acts & Materials,,2499,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lkʃif,CCCVC,f,l,N,difficulty,difficulté,N,Native,Emotion,,2500,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,id Plural,Zero,N,lksut,CCCVC,t,l,N,cloth,vétement,N,Arabic-Assimilated,Clothing & Adornment,,2501,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lkttan,CCCCVC,n,l,N,tissue,tissu,N,Unknown,Clothing & Adornment,,2502,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbur,CCVC,r,l,N,fallow land,terre en jachère,N,Unknown,Agriculture & Vegetation,,2504,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,Zero,N,lmʒrr,CCCCC,r,l,N,drawer,tiroir,N,Arabic-Unassimilated,Dwellings & Furniture,,2507,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,lqhwa,CCCCV,a,l,N,coffee,café,N,Arabic-Unassimilated,Food & Drink,,2508,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lltam,CCCVC,m,l,N,veil,voile,N,Arabic-Unassimilated,Clothing & Adornment,,2509,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lχzin,CCCVC,n,l,N,storage,dépôt,N,Arabic-Unassimilated,Physical Acts & Materials,,2510,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,Zero,N,lmaħal,CCVCVC,l,l,N,location,lieu,N,Arabic-Assimilated,Physical World,,2511,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lmal,CCVC,l,l,N,money,argent,N,Arabic-Unassimilated,Possession & Trade,,2512,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,Only Plural,Zero,N,,,,,Y,angels,ange,N,Arabic-Unassimilated,Religion & Beliefs,NonSpec,2514,Underived,0000-0011,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lmaqam,CCVCVC,m,l,N,"place, position",statut,N,Arabic-Unassimilated,Social Relations,,2515,Underived,1100-0000,
